annee;nom;prenom;code_categorie_iuf;categorie_iuf;code_reconduction_iuf;reconduction_iuf;code_sexe;sexe;code_section_cnu;section_cnu;code_groupe_cnu;groupe_cnu;code_secteur_cnu;secteur_disciplinaire;code_groupe_corps;groupe_de_corps;code_uai;numero_national_de_structure_de_recherche;unite_de_recherche;code_academie;academie;code_region;region;code_pres;pres;code_idex;idex;latitude;longitude;discipline_nomenclature;etablissement
2009;D IMPERIO;MARIAPAOLA;1;Junior;0;Nouvelle candidature;2;Femmes;7;Section 7 - Sciences du langage : linguistique et phonetique generales;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0134009M;200012148J;Laboratoire Parole et Langage;2;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;43.2920605;5.3590128;Lettres et sciences humaines>Langues et Litteratures>Section 7 - Sciences du langage : linguistique et phonetique generales;Aix-Marseille universite
2009;COTTET;GEORGES-HENRI;2;Senior;0;Nouvelle candidature;1;Hommes;26;Section 26 - Mathematiques appliquees et applications des mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0383493R;200711891Z;Laboratoire Jean Kuntzmann;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Sciences>Mathematiques et Informatique>Section 26 - Mathematiques appliquees et applications des mathematiques;Universite de Grenoble Alpes
2009;CHARLET;LAURENT;2;Senior;0;Nouvelle candidature;1;Hommes;35;Section 35 - Structure et evolution de la Terre et des autres planètes;8;Sciences de la terre;3;Sciences;1;Professeurs et assimiles;0383493R;199511999U;Laboratoire de Geophysique Interne et Techtonophysique;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Sciences>Sciences de la terre>Section 35 - Structure et evolution de la Terre et des autres planètes;Universite de Grenoble Alpes
2009;BOUZDINE;ALEXANDRE;2;Senior;1;Reconduction;1;Hommes;28;Section 28 - Milieux denses et materiaux;6;Physique;3;Sciences;1;Professeurs et assimiles;0333298F;199512080G;Laboratoire Ondes et Matière d'Aquitaine;4;Bordeaux;72;Aquitaine;0333178A;Communaute d'universites et etablissements d'Aquitaine;2;IDEX Bordeaux;44.825822;-0.60653;Sciences>Physique>Section 28 - Milieux denses et materiaux;Universite de Bordeaux
2009;BLANCHARD;ALAIN;2;Senior;0;Nouvelle candidature;1;Hommes;34;Section 34 - Astronomie, astrophysique;8;Sciences de la terre;3;Sciences;1;Professeurs et assimiles;0311384L;199512010F;Laboratoire d'Astrophysique de l'Observatoire Midi-Pyrenees;16;Toulouse;73;Midi-Pyrenees;0312758E;Universite federale de Toulouse Midi-Pyrenees;6;IDEX UNITI;43.5570857;1.4660794;Sciences>Sciences de la terre>Section 34 - Astronomie, astrophysique;Universite de Toulouse 3 - Paul Sabatier
2009;BAUDOIN;OLIVIER;1;Junior;0;Nouvelle candidature;1;Hommes;32;Section 32 - Chimie organique, minerale, industrielle;7;Chimie;3;Sciences;1;Professeurs et assimiles;0691774D;200711911W;Institut de Chimie et Biochimie Moleculaires et Supramoleculaires;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7791674;4.8728745;Sciences>Chimie>Section 32 - Chimie organique, minerale, industrielle;Universite Claude Bernard - Lyon 1
2009;BARRAS;FREDERIC;2;Senior;0;Nouvelle candidature;1;Hommes;65;Section 65 - Biologie cellulaire;10;Biologie et Biochimie;3;Sciences;1;Professeurs et assimiles;0134009M;199517580K;Laboratoire de Chimie Bacterienne;2;Aix-Marseille;93;Provence-Alpes-Côte d'Azur;;Hors PRES;1;IDEX AMIDEX;43.2920605;5.3590128;Sciences>Biologie et Biochimie>Section 65 - Biologie cellulaire;Aix-Marseille universite
2009;BAIGL;DAMIEN;1;Junior;0;Nouvelle candidature;1;Hommes;31;Section 31 - Chimie theorique, physique, analytique;7;Chimie;3;Sciences;2;Maîtres de conferences et assimiles;0753455Y;199812965F;Processus d'Activation Selectif par Transfert d'energie Uni-electronique ou Radiatif;1;Paris;11;Île-de-France;0755575C;PRES Paris Sciences et Lettres - Quartier latin;4;IDEX PSL;48.8418367;2.3440345;Sciences>Chimie>Section 31 - Chimie theorique, physique, analytique;ecole normale superieure de Paris
2010;AMILHAT;ANNE-LAURE;1;Junior;0;Nouvelle candidature;2;Femmes;24;Section 24 - Amenagement de l'espace, urbanisme;4;Sciences humaines;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0383493R;200311865N;Politiques Publiques, Actions Politiques, Territoires;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Lettres et sciences humaines>Sciences humaines>Section 24 - Amenagement de l'espace, urbanisme;Universite de Grenoble Alpes
2010;DAT;JEAN-FRANCOIS;1;Junior;0;Nouvelle candidature;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0751722P;199712632Y;Institut de Mathematiques de Jussieu - Paris Rive Gauche;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8464111;2.3548468;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite Pierre et Marie Curie
2010;GENAND;STEPHANIE;1;Junior;0;Nouvelle candidature;2;Femmes;9;Section 9 - Langue et litterature françaises;3;Langues et Litteratures;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0761904G;200014527V;Centre d'etudes et de Recherche editer Interpreter;21;Rouen;23;Haute-Normandie;0142382N;Normandie Universite;;Hors IDEX;49.4603349;1.0673087;Lettres et sciences humaines>Langues et Litteratures>Section 9 - Langue et litterature françaises;Universite de Rouen
2010;AUVERT;BERTRAN;2;Senior;0;Nouvelle candidature;1;Hommes;46;Section 46 - Sante publique;14;Medecine;4;Sante;1;Professeurs et assimiles;0781944P;201019083D;Centre de Recherche en epidemiologie et Sante des Populations;25;Versailles;11;Île-de-France;0783617H;PRES Universite du Grand Ouest parisien;;Hors IDEX;48.7997049;2.1409463;Sante>Medecine>Section 46 - Sante publique;Universite de Versailles Saint-Quentin-en-Yvelines
2010;ROGER;ANTOINE;1;Junior;0;Nouvelle candidature;1;Hommes;4;Section 4 - Science politique;1;Droit et Science politique;1;Droit et sciences economiques;1;Professeurs et assimiles;0333298F;197511801R;Centre emile Durkheim : Science Politique et Sociologie Comparatives;4;Bordeaux;72;Aquitaine;0333178A;Communaute d'universites et etablissements d'Aquitaine;2;IDEX Bordeaux;44.825822;-0.60653;Droit et sciences economiques>Droit et Science politique>Section 4 - Science politique;Universite de Bordeaux
2010;VU NGOC;SAN;1;Junior;0;Nouvelle candidature;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0350936C;199612396W;Institut de Recherche Mathematique de Rennes;14;Rennes;53;Bretagne;0352756F;Universite Bretagne Loire;;Hors IDEX;48.1160566;-1.6741421;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite de Rennes 1
2010;BONIN;PATRICK;2;Senior;0;Nouvelle candidature;1;Hommes;16;Section 16 - Psychologie, psychologie clinique, psychologie sociale;4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0211237F;199511717M;Laboratoire d'etude de l'Apprentissage et du Developpement;7;Dijon;26;Bourgogne;0212207K;PRES Bourgogne Franche-Comte;;Hors IDEX;47.3141097;5.0663779;Lettres et sciences humaines>Sciences humaines>Section 16 - Psychologie, psychologie clinique, psychologie sociale;Universite de Bourgogne
2010;FELLER;LAURENT;2;Senior;0;Nouvelle candidature;1;Hommes;21;"Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0751717J;199812917D;Laboratoire de Medievistique Occidentale de Paris;1;Paris;11;Île-de-France;0755581J;Hautes etudes-Sorbonne-Arts et Metiers;;Hors IDEX;48.8468057;2.3448603;"Lettres et sciences humaines>Sciences humaines>Section 21 - Histoire et civilisations : histoire et archeologie des mondes anciens et  des mondes medievaux;de l'art";Universite Paris 1 - Pantheon Sorbonne
2010;CORBLIN;FRANCIS;2;Senior;0;Nouvelle candidature;1;Hommes;7;Section 7 - Sciences du langage : linguistique et phonetique generales;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0751720M;200212785T;Institut Jean-Nicod;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8481115;2.3426198;Lettres et sciences humaines>Langues et Litteratures>Section 7 - Sciences du langage : linguistique et phonetique generales;Universite Paris-Sorbonne
2010;COMPAIN;PHILIPPE;1;Junior;0;Nouvelle candidature;1;Hommes;32;Section 32 - Chimie organique, minerale, industrielle;7;Chimie;3;Sciences;1;Professeurs et assimiles;0673021V;199712575L;Laboratoire de Chimie Moleculaire;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;48.5800468;7.7656124;Sciences>Chimie>Section 32 - Chimie organique, minerale, industrielle;Universite de Strasbourg
2010;VIRIEUX;JEAN;2;Senior;0;Nouvelle candidature;1;Hommes;35;Section 35 - Structure et evolution de la Terre et des autres planètes;8;Sciences de la terre;3;Sciences;1;Professeurs et assimiles;0383493R;200717507D;Laboratoire de Geophysique Interne et Techtonophysique;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Sciences>Sciences de la terre>Section 35 - Structure et evolution de la Terre et des autres planètes;Universite de Grenoble Alpes
2010;DOLE;HERVE;1;Junior;0;Nouvelle candidature;1;Hommes;34;Section 34 - Astronomie, astrophysique;8;Sciences de la terre;3;Sciences;2;Maîtres de conferences et assimiles;0911101C;199812942F;Institut d'Astrophysique Spatiale;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;48.6981866;2.1817681;Sciences>Sciences de la terre>Section 34 - Astronomie, astrophysique;Universite Paris-Sud
2010;EYSSIDIEUX;PHILIPPE;1;Junior;0;Nouvelle candidature;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0383493R;199512018P;Institut Fourier;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite de Grenoble Alpes
2010;FRANCK;DIDIER;2;Senior;0;Nouvelle candidature;1;Hommes;17;Section 17 - Philosophie;4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0921204J;199213084L;Institut de Recherches Philosophiques : les Dynamiques de l'Invention Philosophique, Scientifique et Artistique;25;Versailles;11;Île-de-France;0755698L;Universite Paris Lumières;;Hors IDEX;48.9047283;2.2088302;Lettres et sciences humaines>Sciences humaines>Section 17 - Philosophie;Universite Paris Ouest Nanterre La Defense
2010;SURAUD;ERIC;2;Senior;0;Nouvelle candidature;1;Hommes;29;Section 29 - Constituants elementaires;6;Physique;3;Sciences;1;Professeurs et assimiles;0311384L;200311829Z;Laboratoire de Physique Theorique;16;Toulouse;73;Midi-Pyrenees;0312758E;Universite federale de Toulouse Midi-Pyrenees;6;IDEX UNITI;43.5570857;1.4660794;Sciences>Physique>Section 29 - Constituants elementaires;Universite de Toulouse 3 - Paul Sabatier
2010;MAEDA;JACQUELINE;2;Senior;0;Nouvelle candidature;2;Femmes;7;Section 7 - Sciences du langage : linguistique et phonetique generales;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0751719L;200112425F;Laboratoire de Phonetique et Phonologie;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8488885;2.3430495;Lettres et sciences humaines>Langues et Litteratures>Section 7 - Sciences du langage : linguistique et phonetique generales;Universite Sorbonne Nouvelle - Paris 3
2010;BERTRAND;MICHEL;2;Senior;0;Nouvelle candidature;1;Hommes;22;"Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0311383K;200311817L;France Meridionale et Espagne : Histoire des Societes du Moyen-Âge à l'epoque Contemporaine;16;Toulouse;73;Midi-Pyrenees;0312758E;Universite federale de Toulouse Midi-Pyrenees;6;IDEX UNITI;43.5776961;1.4040219;"Lettres et sciences humaines>Sciences humaines>Section 22 - Histoire et civilisations : histoire des mondes modernes, histoire du monde  contemporain ;de l'art;de la musique";Universite Toulouse - Jean Jaurès
2010;LOUVAT;BENEDICTE;1;Junior;0;Nouvelle candidature;2;Femmes;9;Section 9 - Langue et litterature françaises;3;Langues et Litteratures;2;Lettres et sciences humaines;2;Maîtres de conferences et assimiles;0341089Z;200311857E;Institut de Recherche sur la Renaissance, l'Age Classique et les Lumières;11;Montpellier;91;Languedoc-Roussillon;0342255S;Languedoc-Roussillon Universites;;Hors IDEX;43.636782;3.8672999;Lettres et sciences humaines>Langues et Litteratures>Section 9 - Langue et litterature françaises;Universite Montpellier 3 - Paul-Valery
2010;KELLER;BERNHARD;2;Senior;0;Nouvelle candidature;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0751723R;199712632Y;Institut de Mathematiques de Jussieu - Paris Rive Gauche;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite Paris Diderot
2010;ROCHET;JEAN-CHARLES;2;Senior;1;Reconduction;1;Hommes;5;Section 5 - Science economique generale;2;Sciences economique et de gestion;1;Droit et sciences economiques;1;Professeurs et assimiles;0311382J;200717400M;Groupe de Recherche en economie Mathematique et Quantitative;16;Toulouse;73;Midi-Pyrenees;0312758E;Universite federale de Toulouse Midi-Pyrenees;6;IDEX UNITI;43.60635;1.4356166;Droit et sciences economiques>Sciences economique et de gestion>Section 5 - Science economique generale;Universite Toulouse 1 - Capitole
2010;TZVETKOV;NIKOLAY;1;Junior;0;Nouvelle candidature;1;Hommes;26;Section 26 - Mathematiques appliquees et applications des mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0951793H;200212747B;Analyse, Geometrie et Modelisation;25;Versailles;11;Île-de-France;0783617H;PRES Universite du Grand Ouest parisien;;Hors IDEX;49.0410253;2.0807764;Sciences>Mathematiques et Informatique>Section 26 - Mathematiques appliquees et applications des mathematiques;Universite de Cergy-Pontoise
2010;BACIU EX RAYBAUDI;MONICA;2;Senior;0;Nouvelle candidature;2;Femmes;16;Section 16 - Psychologie, psychologie clinique, psychologie sociale;4;Sciences humaines;2;Lettres et sciences humaines;1;Professeurs et assimiles;0383493R;199911790Z;Laboratoire de Psychologie et Neurocognition;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Lettres et sciences humaines>Sciences humaines>Section 16 - Psychologie, psychologie clinique, psychologie sociale;Universite de Grenoble Alpes
2010;FERRAND;FREDERIQUE;2;Senior;0;Nouvelle candidature;2;Femmes;1;Section 1 - Droit prive et sciences criminelles;1;Droit et Science politique;1;Droit et sciences economiques;1;Professeurs et assimiles;0692437Z;200715425R;Equipe de Droit International et Compare;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7518154;4.8375659;Droit et sciences economiques>Droit et Science politique>Section 1 - Droit prive et sciences criminelles;Universite Jean Moulin - Lyon 3
2010;BRAUN;JEAN;2;Senior;0;Nouvelle candidature;1;Hommes;35;Section 35 - Structure et evolution de la Terre et des autres planètes;8;Sciences de la terre;3;Sciences;1;Professeurs et assimiles;0383493R;199911720Y;Laboratoire de Geodynamique des Chaines Alpines;8;Grenoble;82;Rhône-Alpes;;Hors PRES;;Hors IDEX;45.1918;5.76726;Sciences>Sciences de la terre>Section 35 - Structure et evolution de la Terre et des autres planètes;Universite de Grenoble Alpes
2010;L HARIDON;OLIVIER;1;Junior;0;Nouvelle candidature;1;Hommes;5;Section 5 - Science economique generale;2;Sciences economique et de gestion;1;Droit et sciences economiques;2;Maîtres de conferences et assimiles;0751720M;200619325J;Groupement de Recherche et d'etudes en Gestion à HEC;1;Paris;11;Île-de-France;0755574B;Sorbonne Universites;5;IDEX SUPER;48.8481115;2.3426198;Droit et sciences economiques>Sciences economique et de gestion>Section 5 - Science economique generale;Universite Paris-Sorbonne
2010;BOST;JEAN-BENOIT;2;Senior;1;Reconduction;1;Hommes;25;Section 25 - Mathematiques;5;Mathematiques et Informatique;3;Sciences;1;Professeurs et assimiles;0911101C;199812953T;Laboratoire de Mathematiques d'Orsay;25;Versailles;11;Île-de-France;0912274C;PRES UniverSud Paris;3;IDEX PARIS SACLAY;48.6981866;2.1817681;Sciences>Mathematiques et Informatique>Section 25 - Mathematiques;Universite Paris-Sud
2010;BANON;DAVID;2;Senior;0;Nouvelle candidature;1;Hommes;15;Section 15 - Langues et litteratures arabes, chinoises, japonaises, hebraïques,  d'autres domaines linguistiques;3;Langues et Litteratures;2;Lettres et sciences humaines;1;Professeurs et assimiles;0673021V;199213420B;Groupe d'etudes Orientales, Slaves et Neo-Helleniques;15;Strasbourg;42;Alsace;;Hors PRES;8;UNISTRA;48.5800468;7.7656124;Lettres et sciences humaines>Langues et Litteratures>Section 15 - Langues et litteratures arabes, chinoises, japonaises, hebraïques,  d'autres domaines linguistiques;Universite de Strasbourg
2010;DAUDET;LAURENT;1;Junior;0;Nouvelle candidature;1;Hommes;60;Section 60 - Mecanique, genie mecanique, genie civil;9;Mecanique, Genie mecanique, Genie informatique;3;Sciences;1;Professeurs et assimiles;0751723R;199712633Z;Institut Langevin Ondes et Images;1;Paris;11;Île-de-France;0755598C;Universite Sorbonne Paris Cite;7;IDEX USPC;48.8303058;2.3813579;Sciences>Mecanique, Genie mecanique, Genie informatique>Section 60 - Mecanique, genie mecanique, genie civil;Universite Paris Diderot
2010;PUISIEUX;ALAIN;2;Senior;0;Nouvelle candidature;1;Hommes;87;Section 87 - Sciences biologiques, fondamentales et cliniques (Personnels enseignants-chercheurs);11;Pharmacie;4;Sante;1;Professeurs et assimiles;0691774D;200316293B;Oncogenese et Progression Tumorale;10;Lyon;82;Rhône-Alpes;0694094A;Universite de Lyon;;Hors IDEX;45.7791674;4.8728745;Sante>Pharmacie>Section 87 - Sciences biologiques, fondamentales et cliniques (Personnels enseignants-chercheurs);Universite Claude Bernard - Lyon 1
